obs.no,agent_x,agent_y,gem_x,gem_y,rewards,action
88157,200,200,200,200,10000.0,2
88158,250,200,200,200,-50.0,1
88159,200,200,200,200,10000.0,3
88160,200,250,200,200,-50.0,0
88161,200,200,200,200,10000.0,2
88162,250,200,200,200,-50.0,1
88163,200,200,200,200,10000.0,3
88164,250,200,200,200,-50.0,1
88165,200,200,200,200,10000.0,3
88166,200,150,200,200,-50.0,2
88167,200,200,200,200,10000.0,0
88168,200,250,200,200,-50.0,0
88169,200,200,200,200,10000.0,2
88170,200,250,200,200,-50.0,0
88171,200,200,200,200,10000.0,2
88172,200,250,200,200,-50.0,0
88173,200,200,200,200,10000.0,2
88174,200,250,200,200,-50.0,0
88175,200,200,200,200,10000.0,2
88176,250,200,200,200,-50.0,1
88177,200,200,200,200,10000.0,3
88178,250,200,200,200,-50.0,1
88179,200,200,200,200,10000.0,3
88180,200,250,200,200,-50.0,0
88181,200,200,200,200,10000.0,2
88182,250,200,200,200,-50.0,1
88183,200,200,200,200,10000.0,3
88184,200,250,200,200,-50.0,0
88185,200,200,200,200,10000.0,2
88186,250,200,200,200,-50.0,1
88187,200,200,200,200,10000.0,3
88188,200,250,200,200,-50.0,0
88189,200,200,200,200,10000.0,2
88190,250,200,200,200,-50.0,1
88191,200,200,200,200,10000.0,3
88192,200,250,200,200,-50.0,0
88193,200,200,200,200,10000.0,2
88194,250,200,200,200,-50.0,1
88195,200,200,200,200,10000.0,3
88196,200,150,200,200,-50.0,2
88197,200,200,200,200,10000.0,0
88198,200,250,200,200,-50.0,0
88199,200,200,200,200,10000.0,2
88200,250,200,200,200,-50.0,1
88201,200,200,200,200,10000.0,3
88202,200,250,200,200,-50.0,0
88203,200,200,200,200,10000.0,2
88204,250,200,200,200,-50.0,1
88205,200,200,200,200,10000.0,3
88206,200,250,200,200,-50.0,0
88207,200,200,200,200,10000.0,2
88208,250,200,200,200,-50.0,1
88209,200,200,200,200,10000.0,3
88210,250,200,200,200,-50.0,1
88211,200,200,200,200,10000.0,3
88212,250,200,200,200,-50.0,1
88213,200,200,200,200,10000.0,3
88214,250,200,200,200,-50.0,1
88215,200,200,200,200,10000.0,3
88216,250,200,200,200,-50.0,1
88217,200,200,200,200,10000.0,3
88218,250,200,200,200,-50.0,1
88219,200,200,200,200,10000.0,3
88220,250,200,200,200,-50.0,1
88221,200,200,200,200,10000.0,3
88222,250,200,200,200,-50.0,1
88223,200,200,200,200,10000.0,3
88224,200,250,200,200,-50.0,0
88225,200,200,200,200,10000.0,2
88226,250,200,200,200,-50.0,1
88227,200,200,200,200,10000.0,3
88228,250,200,200,200,-50.0,1
88229,200,200,200,200,10000.0,3
88230,250,200,200,200,-50.0,1
88231,200,200,200,200,10000.0,3
88232,200,250,200,200,-50.0,0
88233,200,200,200,200,10000.0,2
88234,250,200,200,200,-50.0,1
88235,250,250,200,200,-70.71067811865476,0
88236,250,200,200,200,-50.0,2
88237,200,200,200,200,10000.0,3
88238,200,250,200,200,-50.0,0
88239,200,200,200,200,10000.0,2
88240,200,250,200,200,-50.0,0
88241,200,200,200,200,10000.0,2
88242,250,200,200,200,-50.0,1
88243,200,200,200,200,10000.0,3
88244,200,250,200,200,-50.0,0
88245,200,200,200,200,10000.0,2
88246,250,200,200,200,-50.0,1
88247,200,200,200,200,10000.0,3
88248,250,200,200,200,-50.0,1
88249,200,200,200,200,10000.0,3
88250,200,250,200,200,-50.0,0
88251,200,200,200,200,10000.0,2
88252,250,200,200,200,-50.0,1
88253,200,200,200,200,10000.0,3
88254,200,250,200,200,-50.0,0
88255,200,200,200,200,10000.0,2
88256,150,200,200,200,-50.0,3
88257,200,200,200,200,10000.0,1
88258,250,200,200,200,-50.0,1
88259,200,200,200,200,10000.0,3
88260,200,250,200,200,-50.0,0
88261,200,200,200,200,10000.0,2
88262,200,250,200,200,-50.0,0
88263,200,200,200,200,10000.0,2
88264,200,150,200,200,-50.0,2
88265,200,200,200,200,10000.0,0
88266,150,200,200,200,-50.0,3
88267,200,200,200,200,10000.0,1
88268,250,200,200,200,-50.0,1
88269,200,200,200,200,10000.0,3
88270,250,200,200,200,-50.0,1
88271,250,150,200,200,-70.71067811865476,2
88272,250,200,200,200,-50.0,0
88273,200,200,200,200,10000.0,3
88274,250,200,200,200,-50.0,1
88275,200,200,200,200,10000.0,3
88276,250,200,200,200,-50.0,1
88277,200,200,200,200,10000.0,3
88278,200,250,200,200,-50.0,0
88279,200,200,200,200,10000.0,2
88280,250,200,200,200,-50.0,1
88281,200,200,200,200,10000.0,3
88282,200,250,200,200,-50.0,0
88283,200,200,200,200,10000.0,2
88284,250,200,200,200,-50.0,1
88285,200,200,200,200,10000.0,3
88286,250,200,200,200,-50.0,1
88287,200,200,200,200,10000.0,3
88288,250,200,200,200,-50.0,1
88289,200,200,200,200,10000.0,3
88290,200,250,200,200,-50.0,0
88291,200,200,200,200,10000.0,2
88292,250,200,200,200,-50.0,1
88293,200,200,200,200,10000.0,3
88294,200,250,200,200,-50.0,0
88295,200,200,200,200,10000.0,2
88296,200,250,200,200,-50.0,0
88297,200,200,200,200,10000.0,2
88298,200,250,200,200,-50.0,0
88299,200,200,200,200,10000.0,2
88300,250,200,200,200,-50.0,1
88301,200,200,200,200,10000.0,3
88302,250,200,200,200,-50.0,1
88303,200,200,200,200,10000.0,3
88304,200,250,200,200,-50.0,0
88305,200,200,200,200,10000.0,2
88306,250,200,200,200,-50.0,1
88307,200,200,200,200,10000.0,3
88308,250,200,200,200,-50.0,1
88309,200,200,200,200,10000.0,3
88310,250,200,200,200,-50.0,1
88311,200,200,200,200,10000.0,3
88312,200,250,200,200,-50.0,0
88313,200,200,200,200,10000.0,2
88314,250,200,200,200,-50.0,1
88315,200,200,200,200,10000.0,3
88316,250,200,200,200,-50.0,1
88317,200,200,200,200,10000.0,3
88318,200,250,200,200,-50.0,0
88319,200,200,200,200,10000.0,2
88320,200,250,200,200,-50.0,0
88321,200,200,200,200,10000.0,2
88322,250,200,200,200,-50.0,1
88323,200,200,200,200,10000.0,3
88324,250,200,200,200,-50.0,1
88325,200,200,200,200,10000.0,3
88326,250,200,200,200,-50.0,1
88327,200,200,200,200,10000.0,3
88328,250,200,200,200,-50.0,1
88329,200,200,200,200,10000.0,3
88330,250,200,200,200,-50.0,1
88331,200,200,200,200,10000.0,3
88332,250,200,200,200,-50.0,1
88333,250,250,200,200,-70.71067811865476,0
88334,250,200,200,200,-50.0,2
88335,200,200,200,200,10000.0,3
88336,200,250,200,200,-50.0,0
88337,200,200,200,200,10000.0,2
88338,250,200,200,200,-50.0,1
88339,200,200,200,200,10000.0,3
88340,250,200,200,200,-50.0,1
88341,200,200,200,200,10000.0,3
88342,200,250,200,200,-50.0,0
88343,200,200,200,200,10000.0,2
88344,200,250,200,200,-50.0,0
88345,200,200,200,200,10000.0,2
88346,200,250,200,200,-50.0,0
88347,200,200,200,200,10000.0,2
88348,200,250,200,200,-50.0,0
88349,200,200,200,200,10000.0,2
88350,250,200,200,200,-50.0,1
88351,200,200,200,200,10000.0,3
88352,200,250,200,200,-50.0,0
88353,200,200,200,200,10000.0,2
88354,200,250,200,200,-50.0,0
88355,200,200,200,200,10000.0,2
88356,250,200,200,200,-50.0,1
88357,200,200,200,200,10000.0,3
88358,200,250,200,200,-50.0,0
88359,200,200,200,200,10000.0,2
88360,250,200,200,200,-50.0,1
88361,200,200,200,200,10000.0,3
88362,250,200,200,200,-50.0,1
88363,200,200,200,200,10000.0,3
88364,200,150,200,200,-50.0,2
88365,200,200,200,200,10000.0,0
88366,250,200,200,200,-50.0,1
88367,200,200,200,200,10000.0,3
88368,200,150,200,200,-50.0,2
88369,200,200,200,200,10000.0,0
88370,250,200,200,200,-50.0,1
88371,200,200,200,200,10000.0,3
88372,200,250,200,200,-50.0,0
88373,200,200,200,200,10000.0,2
88374,200,250,200,200,-50.0,0
88375,200,200,200,200,10000.0,2
88376,250,200,200,200,-50.0,1
88377,200,200,200,200,10000.0,3
88378,200,250,200,200,-50.0,0
88379,200,200,200,200,10000.0,2
88380,200,250,200,200,-50.0,0
88381,200,200,200,200,10000.0,2
88382,200,250,200,200,-50.0,0
88383,200,200,200,200,10000.0,2
88384,250,200,200,200,-50.0,1
88385,200,200,200,200,10000.0,3
88386,250,200,200,200,-50.0,1
88387,200,200,200,200,10000.0,3
88388,250,200,200,200,-50.0,1
88389,200,200,200,200,10000.0,3
88390,250,200,200,200,-50.0,1
88391,200,200,200,200,10000.0,3
88392,200,250,200,200,-50.0,0
88393,200,200,200,200,10000.0,2
88394,200,250,200,200,-50.0,0
88395,200,200,200,200,10000.0,2
88396,250,200,200,200,-50.0,1
88397,200,200,200,200,10000.0,3
88398,250,200,200,200,-50.0,1
88399,200,200,200,200,10000.0,3
88400,250,200,200,200,-50.0,1
88401,250,250,200,200,-70.71067811865476,0
88402,250,200,200,200,-50.0,2
88403,200,200,200,200,10000.0,3
88404,250,200,200,200,-50.0,1
88405,200,200,200,200,10000.0,3
88406,200,250,200,200,-50.0,0
88407,200,200,200,200,10000.0,2
88408,250,200,200,200,-50.0,1
88409,200,200,200,200,10000.0,3
88410,250,200,200,200,-50.0,1
88411,200,200,200,200,10000.0,3
88412,250,200,200,200,-50.0,1
88413,200,200,200,200,10000.0,3
88414,200,250,200,200,-50.0,0
88415,250,250,200,200,-70.71067811865476,1
88416,200,250,200,200,-50.0,3
88417,200,200,200,200,10000.0,2
88418,200,250,200,200,-50.0,0
88419,200,200,200,200,10000.0,2
88420,200,250,200,200,-50.0,0
88421,200,200,200,200,10000.0,2
88422,250,200,200,200,-50.0,1
88423,200,200,200,200,10000.0,3
88424,250,200,200,200,-50.0,1
88425,200,200,200,200,10000.0,3
88426,250,200,200,200,-50.0,1
88427,200,200,200,200,10000.0,3
88428,200,250,200,200,-50.0,0
88429,200,200,200,200,10000.0,2
88430,200,250,200,200,-50.0,0
88431,200,200,200,200,10000.0,2
88432,150,200,200,200,-50.0,3
88433,150,250,200,200,-70.71067811865476,0
88434,150,200,200,200,-50.0,2
88435,200,200,200,200,10000.0,1
88436,250,200,200,200,-50.0,1
88437,200,200,200,200,10000.0,3
88438,250,200,200,200,-50.0,1
88439,200,200,200,200,10000.0,3
88440,200,250,200,200,-50.0,0
88441,200,200,200,200,10000.0,2
88442,250,200,200,200,-50.0,1
88443,200,200,200,200,10000.0,3
88444,250,200,200,200,-50.0,1
88445,200,200,200,200,10000.0,3
88446,250,200,200,200,-50.0,1
88447,200,200,200,200,10000.0,3
88448,200,250,200,200,-50.0,0
88449,200,200,200,200,10000.0,2
88450,250,200,200,200,-50.0,1
88451,200,200,200,200,10000.0,3
88452,200,250,200,200,-50.0,0
88453,200,200,200,200,10000.0,2
88454,250,200,200,200,-50.0,1
88455,200,200,200,200,10000.0,3
88456,250,200,200,200,-50.0,1
88457,200,200,200,200,10000.0,3
88458,200,250,200,200,-50.0,0
88459,200,200,200,200,10000.0,2
88460,200,250,200,200,-50.0,0
88461,200,200,200,200,10000.0,2
88462,150,200,200,200,-50.0,3
88463,200,200,200,200,10000.0,1
88464,200,250,200,200,-50.0,0
88465,200,200,200,200,10000.0,2
88466,250,200,200,200,-50.0,1
88467,200,200,200,200,10000.0,3
88468,200,250,200,200,-50.0,0
88469,200,200,200,200,10000.0,2
88470,200,250,200,200,-50.0,0
88471,200,200,200,200,10000.0,2
88472,250,200,200,200,-50.0,1
88473,200,200,200,200,10000.0,3
88474,250,200,200,200,-50.0,1
88475,200,200,200,200,10000.0,3
88476,250,200,200,200,-50.0,1
88477,200,200,200,200,10000.0,3
88478,250,200,200,200,-50.0,1
88479,200,200,200,200,10000.0,3
88480,250,200,200,200,-50.0,1
88481,200,200,200,200,10000.0,3
88482,200,250,200,200,-50.0,0
88483,250,250,200,200,-70.71067811865476,1
88484,200,250,200,200,-50.0,3
88485,200,200,200,200,10000.0,2
88486,200,250,200,200,-50.0,0
88487,200,200,200,200,10000.0,2
88488,250,200,200,200,-50.0,1
88489,200,200,200,200,10000.0,3
88490,250,200,200,200,-50.0,1
88491,200,200,200,200,10000.0,3
88492,200,250,200,200,-50.0,0
88493,200,200,200,200,10000.0,2
88494,200,250,200,200,-50.0,0
88495,200,200,200,200,10000.0,2
88496,200,250,200,200,-50.0,0
88497,150,250,200,200,-70.71067811865476,3
88498,200,250,200,200,-50.0,1
88499,200,200,200,200,10000.0,2
88500,250,200,200,200,-50.0,1
88501,200,200,200,200,10000.0,3
88502,250,200,200,200,-50.0,1
88503,200,200,200,200,10000.0,3
88504,200,250,200,200,-50.0,0
88505,200,200,200,200,10000.0,2
88506,200,250,200,200,-50.0,0
88507,200,200,200,200,10000.0,2
88508,250,200,200,200,-50.0,1
88509,300,200,200,200,-100.0,1
88510,250,200,200,200,-50.0,3
88511,200,200,200,200,10000.0,3
88512,200,250,200,200,-50.0,0
88513,200,200,200,200,10000.0,2
88514,250,200,200,200,-50.0,1
88515,200,200,200,200,10000.0,3
88516,200,250,200,200,-50.0,0
88517,200,200,200,200,10000.0,2
88518,250,200,200,200,-50.0,1
88519,200,200,200,200,10000.0,3
88520,200,150,200,200,-50.0,2
88521,200,200,200,200,10000.0,0
88522,250,200,200,200,-50.0,1
88523,200,200,200,200,10000.0,3
88524,200,250,200,200,-50.0,0
88525,200,200,200,200,10000.0,2
88526,200,150,200,200,-50.0,2
88527,200,200,200,200,10000.0,0
88528,250,200,200,200,-50.0,1
88529,200,200,200,200,10000.0,3
88530,250,200,200,200,-50.0,1
88531,200,200,200,200,10000.0,3
88532,200,250,200,200,-50.0,0
88533,200,200,200,200,10000.0,2
88534,150,200,200,200,-50.0,3
88535,200,200,200,200,10000.0,1
88536,250,200,200,200,-50.0,1
88537,200,200,200,200,10000.0,3
88538,200,250,200,200,-50.0,0
88539,200,200,200,200,10000.0,2
88540,250,200,200,200,-50.0,1
88541,200,200,200,200,10000.0,3
88542,250,200,200,200,-50.0,1
88543,200,200,200,200,10000.0,3
88544,200,250,200,200,-50.0,0
88545,200,200,200,200,10000.0,2
88546,200,250,200,200,-50.0,0
88547,200,200,200,200,10000.0,2
88548,200,250,200,200,-50.0,0
88549,200,200,200,200,10000.0,2
88550,250,200,200,200,-50.0,1
88551,200,200,200,200,10000.0,3
88552,200,250,200,200,-50.0,0
88553,200,200,200,200,10000.0,2
88554,250,200,200,200,-50.0,1
88555,250,150,200,200,-70.71067811865476,2
88556,250,200,200,200,-50.0,0
88557,200,200,200,200,10000.0,3
88558,150,200,200,200,-50.0,3
88559,200,200,200,200,10000.0,1
88560,250,200,200,200,-50.0,1
88561,200,200,200,200,10000.0,3
88562,250,200,200,200,-50.0,1
88563,200,200,200,200,10000.0,3
88564,250,200,200,200,-50.0,1
88565,200,200,200,200,10000.0,3
88566,200,250,200,200,-50.0,0
88567,200,200,200,200,10000.0,2
88568,250,200,200,200,-50.0,1
88569,200,200,200,200,10000.0,3
88570,200,250,200,200,-50.0,0
88571,200,200,200,200,10000.0,2
88572,200,250,200,200,-50.0,0
88573,200,200,200,200,10000.0,2
88574,250,200,200,200,-50.0,1
88575,200,200,200,200,10000.0,3
88576,250,200,200,200,-50.0,1
88577,200,200,200,200,10000.0,3
88578,250,200,200,200,-50.0,1
88579,200,200,200,200,10000.0,3
88580,250,200,200,200,-50.0,1
88581,200,200,200,200,10000.0,3
88582,200,250,200,200,-50.0,0
88583,200,200,200,200,10000.0,2
88584,200,250,200,200,-50.0,0
88585,200,200,200,200,10000.0,2
88586,250,200,200,200,-50.0,1
88587,200,200,200,200,10000.0,3
88588,200,150,200,200,-50.0,2
88589,200,200,200,200,10000.0,0
88590,200,250,200,200,-50.0,0
88591,200,200,200,200,10000.0,2
88592,200,250,200,200,-50.0,0
88593,200,200,200,200,10000.0,2
88594,200,250,200,200,-50.0,0
88595,200,200,200,200,10000.0,2
88596,250,200,200,200,-50.0,1
88597,200,200,200,200,10000.0,3
88598,200,250,200,200,-50.0,0
88599,200,200,200,200,10000.0,2
88600,200,250,200,200,-50.0,0
88601,200,200,200,200,10000.0,2
88602,250,200,200,200,-50.0,1
88603,200,200,200,200,10000.0,3
88604,200,250,200,200,-50.0,0
88605,200,200,200,200,10000.0,2
88606,250,200,200,200,-50.0,1
88607,200,200,200,200,10000.0,3
88608,250,200,200,200,-50.0,1
88609,200,200,200,200,10000.0,3
88610,250,200,200,200,-50.0,1
88611,200,200,200,200,10000.0,3
88612,150,200,200,200,-50.0,3
88613,200,200,200,200,10000.0,1
88614,150,200,200,200,-50.0,3
88615,200,200,200,200,10000.0,1
88616,250,200,200,200,-50.0,1
88617,200,200,200,200,10000.0,3
88618,250,200,200,200,-50.0,1
88619,200,200,200,200,10000.0,3
88620,250,200,200,200,-50.0,1
88621,200,200,200,200,10000.0,3
88622,200,250,200,200,-50.0,0
88623,200,200,200,200,10000.0,2
88624,250,200,200,200,-50.0,1
88625,200,200,200,200,10000.0,3
88626,200,250,200,200,-50.0,0
88627,200,200,200,200,10000.0,2
88628,250,200,200,200,-50.0,1
88629,200,200,200,200,10000.0,3
88630,200,250,200,200,-50.0,0
88631,200,200,200,200,10000.0,2
88632,200,250,200,200,-50.0,0
88633,200,200,200,200,10000.0,2
88634,250,200,200,200,-50.0,1
88635,200,200,200,200,10000.0,3
88636,200,250,200,200,-50.0,0
88637,200,200,200,200,10000.0,2
88638,250,200,200,200,-50.0,1
88639,200,200,200,200,10000.0,3
88640,250,200,200,200,-50.0,1
88641,200,200,200,200,10000.0,3
88642,250,200,200,200,-50.0,1
88643,200,200,200,200,10000.0,3
88644,250,200,200,200,-50.0,1
88645,200,200,200,200,10000.0,3
88646,250,200,200,200,-50.0,1
88647,250,150,200,200,-70.71067811865476,2
88648,250,200,200,200,-50.0,0
88649,200,200,200,200,10000.0,3
88650,200,250,200,200,-50.0,0
88651,200,200,200,200,10000.0,2
88652,250,200,200,200,-50.0,1
88653,200,200,200,200,10000.0,3
88654,200,250,200,200,-50.0,0
88655,200,200,200,200,10000.0,2
88656,250,200,200,200,-50.0,1
88657,200,200,200,200,10000.0,3
88658,200,250,200,200,-50.0,0
88659,200,200,200,200,10000.0,2
88660,200,250,200,200,-50.0,0
88661,200,200,200,200,10000.0,2
88662,250,200,200,200,-50.0,1
88663,200,200,200,200,10000.0,3
88664,250,200,200,200,-50.0,1
88665,200,200,200,200,10000.0,3
88666,200,250,200,200,-50.0,0
88667,200,200,200,200,10000.0,2
88668,200,250,200,200,-50.0,0
88669,200,200,200,200,10000.0,2
88670,250,200,200,200,-50.0,1
88671,200,200,200,200,10000.0,3
88672,200,250,200,200,-50.0,0
88673,200,200,200,200,10000.0,2
88674,200,250,200,200,-50.0,0
88675,200,200,200,200,10000.0,2
88676,250,200,200,200,-50.0,1
88677,250,250,200,200,-70.71067811865476,0
88678,200,250,200,200,-50.0,3
88679,200,200,200,200,10000.0,2
88680,250,200,200,200,-50.0,1
88681,200,200,200,200,10000.0,3
88682,200,250,200,200,-50.0,0
88683,200,200,200,200,10000.0,2
88684,200,250,200,200,-50.0,0
88685,200,200,200,200,10000.0,2
88686,250,200,200,200,-50.0,1
88687,200,200,200,200,10000.0,3
88688,200,250,200,200,-50.0,0
88689,200,200,200,200,10000.0,2
88690,200,250,200,200,-50.0,0
88691,200,200,200,200,10000.0,2
88692,250,200,200,200,-50.0,1
88693,200,200,200,200,10000.0,3
88694,250,200,200,200,-50.0,1
88695,200,200,200,200,10000.0,3
88696,200,250,200,200,-50.0,0
88697,200,200,200,200,10000.0,2
88698,250,200,200,200,-50.0,1
88699,200,200,200,200,10000.0,3
88700,250,200,200,200,-50.0,1
88701,200,200,200,200,10000.0,3
88702,250,200,200,200,-50.0,1
88703,200,200,200,200,10000.0,3
88704,200,250,200,200,-50.0,0
88705,200,200,200,200,10000.0,2
88706,250,200,200,200,-50.0,1
88707,200,200,200,200,10000.0,3
88708,150,200,200,200,-50.0,3
88709,200,200,200,200,10000.0,1
88710,250,200,200,200,-50.0,1
88711,200,200,200,200,10000.0,3
88712,250,200,200,200,-50.0,1
88713,200,200,200,200,10000.0,3
88714,250,200,200,200,-50.0,1
88715,250,250,200,200,-70.71067811865476,0
88716,200,250,200,200,-50.0,3
88717,200,200,200,200,10000.0,2
88718,250,200,200,200,-50.0,1
88719,200,200,200,200,10000.0,3
88720,200,150,200,200,-50.0,2
88721,200,200,200,200,10000.0,0
88722,250,200,200,200,-50.0,1
88723,200,200,200,200,10000.0,3
88724,250,200,200,200,-50.0,1
88725,200,200,200,200,10000.0,3
88726,250,200,200,200,-50.0,1
88727,200,200,200,200,10000.0,3
88728,200,250,200,200,-50.0,0
88729,200,200,200,200,10000.0,2
88730,250,200,200,200,-50.0,1
88731,200,200,200,200,10000.0,3
88732,200,250,200,200,-50.0,0
88733,200,200,200,200,10000.0,2
88734,250,200,200,200,-50.0,1
88735,200,200,200,200,10000.0,3
88736,200,250,200,200,-50.0,0
88737,200,200,200,200,10000.0,2
88738,200,250,200,200,-50.0,0
88739,200,200,200,200,10000.0,2
88740,250,200,200,200,-50.0,1
88741,200,200,200,200,10000.0,3
88742,250,200,200,200,-50.0,1
88743,200,200,200,200,10000.0,3
88744,200,250,200,200,-50.0,0
88745,200,200,200,200,10000.0,2
88746,250,200,200,200,-50.0,1
88747,200,200,200,200,10000.0,3
88748,250,200,200,200,-50.0,1
88749,200,200,200,200,10000.0,3
88750,250,200,200,200,-50.0,1
88751,200,200,200,200,10000.0,3
88752,250,200,200,200,-50.0,1
88753,200,200,200,200,10000.0,3
88754,250,200,200,200,-50.0,1
88755,200,200,200,200,10000.0,3
88756,200,250,200,200,-50.0,0
88757,200,200,200,200,10000.0,2
88758,250,200,200,200,-50.0,1
88759,250,250,200,200,-70.71067811865476,0
88760,200,250,200,200,-50.0,3
88761,200,200,200,200,10000.0,2
88762,250,200,200,200,-50.0,1
88763,200,200,200,200,10000.0,3
88764,150,200,200,200,-50.0,3
88765,200,200,200,200,10000.0,1
88766,250,200,200,200,-50.0,1
88767,200,200,200,200,10000.0,3
88768,250,200,200,200,-50.0,1
88769,200,200,200,200,10000.0,3
88770,250,200,200,200,-50.0,1
88771,200,200,200,200,10000.0,3
88772,250,200,200,200,-50.0,1
88773,200,200,200,200,10000.0,3
88774,200,250,200,200,-50.0,0
88775,200,200,200,200,10000.0,2
88776,200,250,200,200,-50.0,0
88777,200,200,200,200,10000.0,2
88778,250,200,200,200,-50.0,1
88779,200,200,200,200,10000.0,3
88780,200,250,200,200,-50.0,0
88781,200,200,200,200,10000.0,2
88782,250,200,200,200,-50.0,1
88783,200,200,200,200,10000.0,3
88784,200,250,200,200,-50.0,0
88785,200,200,200,200,10000.0,2
88786,200,250,200,200,-50.0,0
88787,200,200,200,200,10000.0,2
88788,250,200,200,200,-50.0,1
88789,200,200,200,200,10000.0,3
88790,200,250,200,200,-50.0,0
88791,200,200,200,200,10000.0,2
88792,250,200,200,200,-50.0,1
88793,200,200,200,200,10000.0,3
88794,250,200,200,200,-50.0,1
88795,200,200,200,200,10000.0,3
88796,150,200,200,200,-50.0,3
88797,200,200,200,200,10000.0,1
88798,200,250,200,200,-50.0,0
88799,200,200,200,200,10000.0,2
88800,250,200,200,200,-50.0,1
88801,200,200,200,200,10000.0,3
88802,250,200,200,200,-50.0,1
88803,200,200,200,200,10000.0,3
88804,250,200,200,200,-50.0,1
88805,200,200,200,200,10000.0,3
88806,200,150,200,200,-50.0,2
88807,200,200,200,200,10000.0,0
88808,250,200,200,200,-50.0,1
88809,200,200,200,200,10000.0,3
88810,200,250,200,200,-50.0,0
88811,200,200,200,200,10000.0,2
88812,250,200,200,200,-50.0,1
88813,200,200,200,200,10000.0,3
88814,250,200,200,200,-50.0,1
88815,200,200,200,200,10000.0,3
88816,200,250,200,200,-50.0,0
88817,200,200,200,200,10000.0,2
88818,250,200,200,200,-50.0,1
88819,200,200,200,200,10000.0,3
88820,200,150,200,200,-50.0,2
88821,200,200,200,200,10000.0,0
88822,200,250,200,200,-50.0,0
88823,200,200,200,200,10000.0,2
88824,200,250,200,200,-50.0,0
88825,200,200,200,200,10000.0,2
88826,200,250,200,200,-50.0,0
88827,200,200,200,200,10000.0,2
88828,200,250,200,200,-50.0,0
88829,200,200,200,200,10000.0,2
88830,250,200,200,200,-50.0,1
88831,200,200,200,200,10000.0,3
88832,250,200,200,200,-50.0,1
88833,200,200,200,200,10000.0,3
88834,200,250,200,200,-50.0,0
88835,200,200,200,200,10000.0,2
88836,200,250,200,200,-50.0,0
88837,200,200,200,200,10000.0,2
88838,250,200,200,200,-50.0,1
88839,200,200,200,200,10000.0,3
88840,200,250,200,200,-50.0,0
88841,200,200,200,200,10000.0,2
88842,200,250,200,200,-50.0,0
88843,200,200,200,200,10000.0,2
88844,250,200,200,200,-50.0,1
88845,200,200,200,200,10000.0,3
88846,200,250,200,200,-50.0,0
88847,200,200,200,200,10000.0,2
88848,150,200,200,200,-50.0,3
88849,200,200,200,200,10000.0,1
88850,200,250,200,200,-50.0,0
88851,200,200,200,200,10000.0,2
88852,250,200,200,200,-50.0,1
88853,200,200,200,200,10000.0,3
88854,250,200,200,200,-50.0,1
88855,200,200,200,200,10000.0,3
88856,250,200,200,200,-50.0,1
88857,200,200,200,200,10000.0,3
88858,200,250,200,200,-50.0,0
88859,200,200,200,200,10000.0,2
88860,250,200,200,200,-50.0,1
88861,200,200,200,200,10000.0,3
88862,200,150,200,200,-50.0,2
88863,200,200,200,200,10000.0,0
88864,250,200,200,200,-50.0,1
88865,200,200,200,200,10000.0,3
88866,250,200,200,200,-50.0,1
88867,200,200,200,200,10000.0,3
88868,250,200,200,200,-50.0,1
88869,200,200,200,200,10000.0,3
88870,250,200,200,200,-50.0,1
88871,200,200,200,200,10000.0,3
88872,250,200,200,200,-50.0,1
88873,200,200,200,200,10000.0,3
88874,250,200,200,200,-50.0,1
88875,200,200,200,200,10000.0,3
88876,200,250,200,200,-50.0,0
88877,200,200,200,200,10000.0,2
88878,200,250,200,200,-50.0,0
88879,200,200,200,200,10000.0,2
88880,200,250,200,200,-50.0,0
88881,200,200,200,200,10000.0,2
88882,200,250,200,200,-50.0,0
88883,200,200,200,200,10000.0,2
88884,250,200,200,200,-50.0,1
88885,200,200,200,200,10000.0,3
88886,250,200,200,200,-50.0,1
88887,200,200,200,200,10000.0,3
88888,200,250,200,200,-50.0,0
88889,200,200,200,200,10000.0,2
88890,250,200,200,200,-50.0,1
88891,250,150,200,200,-70.71067811865476,2
88892,250,200,200,200,-50.0,0
88893,200,200,200,200,10000.0,3
88894,250,200,200,200,-50.0,1
88895,200,200,200,200,10000.0,3
88896,250,200,200,200,-50.0,1
88897,250,150,200,200,-70.71067811865476,2
88898,250,200,200,200,-50.0,0
88899,200,200,200,200,10000.0,3
88900,200,250,200,200,-50.0,0
88901,200,200,200,200,10000.0,2
88902,200,250,200,200,-50.0,0
88903,200,200,200,200,10000.0,2
88904,250,200,200,200,-50.0,1
88905,200,200,200,200,10000.0,3
88906,250,200,200,200,-50.0,1
88907,200,200,200,200,10000.0,3
88908,250,200,200,200,-50.0,1
88909,200,200,200,200,10000.0,3
88910,250,200,200,200,-50.0,1
88911,200,200,200,200,10000.0,3
88912,200,150,200,200,-50.0,2
88913,200,200,200,200,10000.0,0
88914,250,200,200,200,-50.0,1
88915,200,200,200,200,10000.0,3
88916,250,200,200,200,-50.0,1
88917,200,200,200,200,10000.0,3
88918,150,200,200,200,-50.0,3
88919,200,200,200,200,10000.0,1
88920,250,200,200,200,-50.0,1
88921,200,200,200,200,10000.0,3
88922,250,200,200,200,-50.0,1
88923,200,200,200,200,10000.0,3
88924,250,200,200,200,-50.0,1
88925,200,200,200,200,10000.0,3
88926,250,200,200,200,-50.0,1
88927,200,200,200,200,10000.0,3
88928,200,250,200,200,-50.0,0
